Normalized MuB	Sample Name	tissue
7.589	P5270.plasma_1a	plasma
9.5902	P4699.plasma_1a	plasma
7.7996	P4724.plasma_1a	plasma
11.5463	P5120.plasma_1a	plasma
3.8298	P3246.plasma_3a	plasma
3.901	P3982.plasma_1a	plasma
5.7414	P4327.plasma_1a	plasma
15.5333	P5360.plasma_1a	plasma
7.7654	P5216.plasma_1a	plasma
7.6633	P3960.plasma_2a	plasma
3.8556	P4137.plasma_1a	plasma
0	P4847.plasma_1a	plasma
9.7193	P5237.plasma_1a	plasma
9.7112	P4265.plasma_1a	plasma
9.6999	P4511.plasma_1a	plasma
11.6211	P4211.plasma_1a	plasma
7.867	P4500.plasma_1a	plasma
9.5514	P4857.plasma_2a	plasma
5.8264	P4138.plasma_1a	plasma
3.892	P4584.plasma_1a	plasma
1.9418	P2103.plasma_2a	plasma
21.4798	P4201.plasma_1a	plasma
19.5364	P4372.plasma_1a	plasma
3.927	P4550.plasma_1a	plasma
3.8829	P4495.plasma_1a	plasma
1.9564	P5217.plasma_1a	plasma
1.9441	P5236.plasma_1a	plasma
9.6825	P4717.plasma_1a	plasma
7.726	P4846.plasma_1a	plasma
5.7925	P5119.plasma_1a	plasma
5.928	P5060.plasma_1a	plasma
7.8512	P4538.plasma_1a	plasma
1.9657	P5417.plasma_1a	plasma
5.7699	P4125.plasma_1a	plasma
7.689	P5096.plasma_1a	plasma
9.4662	P5085.plasma_1a	plasma
1.9313	P5309.plasma_1a	plasma
3.8386	P2503.plasma_2a	plasma
9.7935	P4124.plasma_1a	plasma
7.72	P5200.plasma_1a	plasma
7.6734	P5210.plasma_1a	plasma
9.6159	P4679.plasma_1a	plasma
5.8651	P4520.plasma_1a	plasma
11.6644	P4712.plasma_1a	plasma
9.7395	P4514.plasma_1a	plasma
5.8772	P5171.plasma_1a	plasma
5.8001	P4756.plasma_1a	plasma
6.0142	P4351.plasma_1a	plasma
7.6916	P4716.plasma_1a	plasma
15.5269	P5170.plasma_1a	plasma
5.8642	P4207.plasma_1a	plasma
3.8786	P4107.plasma_1a	plasma
5.7566	P5131.plasma_1a	plasma
7.5912	P5083.plasma_1a	plasma
7.7246	P5408.plasma_1a	plasma
5.7892	P4850.plasma_1a	plasma
3.8573	P4180.plasma_1a	plasma
11.6146	P4392.plasma_1a	plasma
7.7618	P4849.plasma_1a	plasma
17.6749	P5258.plasma_1a	plasma
3.8453	P4848.plasma_1a	plasma
11.4623	P5128.plasma_1a	plasma
6.0529	P4356.plasma_1a	plasma
7.6962	P5330.plasma_1a	plasma
5.7989	P2509.plasma_2a	plasma
9.71	P5416.plasma_1a	plasma
7.7457	P5213.plasma_1a	plasma
9.7395	P4135.plasma_1a	plasma
15.4117	P4670.plasma_1a	plasma
7.6609	P4308.plasma_1a	plasma
3.9391	P4304.plasma_1a	plasma
7.6026	P5279.plasma_1a	plasma
7.7499	P5385.plasma_1a	plasma
7.8264	P5180.plasma_1a	plasma
13.4854	P4844.plasma_1a	plasma
0	P5198.plasma_1a	plasma
3.8547	P4684.plasma_1a	plasma
7.6466	P4746.plasma_1a	plasma
0	P4867.plasma_1a	plasma
5.8513	P4134.plasma_1a	plasma
3.9074	P4089.plasma_1a	plasma
7.7277	P4319.plasma_1a	plasma
5.8754	P5173.plasma_1a	plasma
1.927	P4845.plasma_1a	plasma
9.552	P4457.plasma_1a	plasma
5.9269	P5154.plasma_1a	plasma
9.6686	P5256.plasma_1a	plasma
11.7725	P2187.plasma_2a	plasma
7.8085	P5056.plasma_1a	plasma
5.6973	P5280.plasma_1a	plasma
11.7067	P4554.plasma_1a	plasma
0	P4861.plasma_1a	plasma
3.9546	P4189.plasma_1a	plasma
9.452	P3332.plasma_2a	plasma
13.4575	P5356.plasma_1a	plasma
3.7756	P5080.plasma_1a	plasma
9.59	P5346.plasma_1a	plasma
5.7235	P4749.plasma_1a	plasma
7.7837	P5228.plasma_1a	plasma
1.9838	P4357.plasma_1a	plasma
5.8132	P4140.plasma_1a	plasma
3.9586	P5065.plasma_1a	plasma
9.6825	P4690.plasma_1a	plasma
7.9845	P4985.plasma_1a	plasma
9.8461	P4401.plasma_1a	plasma
9.7871	P4285.plasma_1a	plasma
5.7411	P4123.plasma_2a	plasma
5.8568	P4115.plasma_1a	plasma
5.802	P4269.plasma_1a	plasma
3.7857	P4221.plasma_1a	plasma
3.8107	P4856.plasma_1a	plasma
19.4748	P4196.plasma_1a	plasma
1.918	P5203.plasma_1a	plasma
5.7256	P4460.plasma_1a	plasma
11.4578	P4737.plasma_2a	plasma
11.3802	P5277.plasma_1a	plasma
7.5989	P4164.plasma_1a	plasma
5.8126	P4955.plasma_1a	plasma
7.7187	P4719.plasma_1a	plasma
5.933	P5341.plasma_1a	plasma
5.7189	P4859.plasma_1a	plasma
7.6554	P5391.plasma_1a	plasma
15.3725	P5323.plasma_1a	plasma
1.9447	P4311.plasma_1a	plasma
1.9512	P4437.plasma_1a	plasma
7.7983	P4530.plasma_1a	plasma
9.4858	P5289.plasma_1a	plasma
13.4668	P3621.plasma_2a	plasma
5.7254	P4741.plasma_1a	plasma
18.98	P4472.plasma_1a	plasma
7.6777	P4471.plasma_1a	plasma
11.5556	P4873.plasma_1a	plasma
5.7202	P4168.plasma_1a	plasma
3.8561	P5174.plasma_1a	plasma
1.9385	P2445.plasma_2a	plasma
7.7913	P4675.plasma_1a	plasma
5.8016	P4136.plasma_1a	plasma
17.2154	P5358.plasma_1a	plasma
1.955	P4279.plasma_1a	plasma
11.4524	P5312.plasma_1a	plasma
3.8268	P3246.plasma_2a	plasma
7.8608	P4625.plasma_1a	plasma
7.5854	P5282.plasma_1a	plasma
5.7594	P4510.plasma_1a	plasma
7.7158	P4835.plasma_1a	plasma
8.1127	P4250.plasma_1a	plasma
9.6473	P4195.plasma_1a	plasma
5.8591	P4091.plasma_1a	plasma
17.3686	P4389.plasma_1a	plasma
5.7786	P4686.plasma_1a	plasma
9.6882	P4377.plasma_1a	plasma
11.4503	P656.plasma_2a	plasma
11.5186	P4470.plasma_1a	plasma
7.5655	P4176.plasma_1a	plasma
9.8098	P5367.plasma_1a	plasma
7.6343	P4753.plasma_1a	plasma
9.5143	P4476.plasma_1a	plasma
0	P3590.plasma_2a	plasma
5.7704	P4193.plasma_1a	plasma
7.6638	P5151.plasma_1a	plasma
7.7447	P4478.plasma_1a	plasma
1.9098	P4117.plasma_1a	plasma
5.7224	P5116.plasma_1a	plasma
5.7859	P5139.plasma_1a	plasma
3.7766	P4170.plasma_1a	plasma
7.8535	P4082.plasma_1a	plasma
9.6648	P5162.plasma_1a	plasma
5.7016	P4912.plasma_1a	plasma
13.305	P4461.plasma_1a	plasma
3.7922	P4156.plasma_1a	plasma
5.7133	P4740.plasma_1a	plasma
7.6899	P4388.plasma_1a	plasma
7.6938	P5238.plasma_1a	plasma
13.4217	P2427.plasma_3a	plasma
7.5635	P4093.plasma_1a	plasma
13.4241	P5240.plasma_1a	plasma
5.7299	P4179.plasma_1a	plasma
3.8685	P5196.plasma_1a	plasma
5.7359	P4871.plasma_1a	plasma
0	P2846.plasma_2a	plasma
13.2886	P4713.plasma_1a	plasma
9.7731	P4421.plasma_1a	plasma
1.9034	P4825.plasma_1a	plasma
7.5986	P4163.plasma_1a	plasma
0	P4862.plasma_1a	plasma
7.738	P4689.plasma_1a	plasma
7.661	P4535.plasma_1a	plasma
5.7318	P5383.plasma_1a	plasma
3.7994	P4170.plasma_3a	plasma
3.8002	P4855.plasma_1a	plasma
9.4942	P4234.plasma_1a	plasma
7.6967	P4674.plasma_1a	plasma
10.1162	P4364.plasma_1a	plasma
5.581	P5100.plasma_1a	plasma
13.2333	P5097.plasma_1a	plasma
1.9367	P3742.plasma_2a	plasma
15.1912	P4162.plasma_1a	plasma
7.6277	P5384.plasma_1a	plasma
3.7885	P5218.plasma_1a	plasma
16.9257	P5084.plasma_1a	plasma
7.6319	P4187.plasma_1a	plasma
15.4998	P5390.plasma_1a	plasma
7.611	P5144.plasma_1a	plasma
13.6238	P5138.plasma_1a	plasma
11.514	P4683.plasma_1a	plasma
28.5712	P5329.plasma_1a	plasma
3.8083	P4192.plasma_1a	plasma
0	P4570.plasma_1a	plasma
13.403	P4147.plasma_1a	plasma
5.6805	P4599.plasma_1a	plasma
9.5736	P4325.plasma_1a	plasma
7.6917	P4122.plasma_1a	plasma
0	P4462.plasma_1a	plasma
11.4137	P4141.plasma_1a	plasma
13.2584	P2869.plasma_4a	plasma
17.2193	P5354.plasma_1a	plasma
11.4685	P4170.plasma_2a	plasma
11.4272	P4159.plasma_1a	plasma
7.6542	P4371.plasma_1a	plasma
11.5053	P2069.plasma_2a	plasma
7.5765	P2705.plasma_2a	plasma
7.5468	P4466.plasma_1a	plasma
9.4389	P5269.plasma_1a	plasma
13.3222	P4824.plasma_1a	plasma
3.7764	P5081.plasma_1a	plasma
10.0099	P4366.plasma_1a	plasma
20.9445	P5332.plasma_1a	plasma
9.5247	P4374.plasma_1a	plasma
5.746	P4400.plasma_1a	plasma
3.7997	P5146.plasma_1a	plasma
5.6378	P4863.plasma_1a	plasma
9.4875	P4864.plasma_1a	plasma
9.3832	P2544.plasma_2a	plasma
127.5226	P5245.plasma_1a	plasma
9.3955	P4851.plasma_1a	plasma
9.5166	P4099.tumor_1a	tumor
5.8429	P4058.tumor_1a	tumor
14.8547	P4089.tumor_1a	tumor
13.1159	P4026.tumor_1a	tumor
5.5818	P129.tumor_2a	tumor
3.7929	P4152.tumor_1a	tumor
20.4387	P4034.tumor_1a	tumor
9.2823	P4165.tumor_1a	tumor
3.7047	P2754.tumor_2a	tumor
11.2381	P4067.tumor_1a	tumor
33.2365	P4079.tumor_1a	tumor
7.4018	P4159.tumor_1a	tumor
9.3927	P3230.tumor_2a	tumor
3.7165	P4179.tumor_1a	tumor
11.1439	P4076.tumor_1a	tumor
5.5729	P4093.tumor_1a	tumor
24.0992	P4162.tumor_1a	tumor
9.2919	P4086.tumor_1a	tumor
7.4245	P3355.tumor_2a	tumor
9.2736	P3708.tumor_1a	tumor
5.5888	P4068.tumor_1a	tumor
5.5647	P4030.tumor_1b	tumor
9.2827	P4123.tumor_1a	tumor
5.5736	P4180.tumor_1a	tumor
7.3993	P4102.tumor_1a	tumor
7.4086	P3475.tumor_2a	tumor
16.6732	P4050.tumor_1a	tumor
5.5513	P4156.tumor_1a	tumor
9.267	P4124.tumor_1a	tumor
20.4124	P3999.tumor_1b	tumor
5.5709	P3218.tumor_1a	tumor
7.4026	P4108.tumor_1a	tumor
12.9852	P4155.tumor_1a	tumor
9.2523	P4082.tumor_1a	tumor
3.713	P4110.tumor_1a	tumor
9.2619	P4115.tumor_1a	tumor
3.7092	P3991.tumor_2a	tumor
1.849	P4119.tumor_1a	tumor
3.7033	P4069.tumor_1a	tumor
7.4197	P4147.tumor_1a	tumor
7.4302	P3909.tumor_1a	tumor
3.7058	P4041.tumor_1a	tumor
7.4167	P4075.tumor_1a	tumor
5.5518	P4136.tumor_1a	tumor
7.3999	P4066.tumor_1a	tumor
0	P4118.tumor_1a	tumor
11.1198	P4035.tumor_1a	tumor
1.851	P3877.tumor_2a	tumor
7.4081	P4116.tumor_1a	tumor
5.5611	P3915.tumor_1a	tumor
12.9896	P3105.tumor_2a	tumor
5.5553	P4171.tumor_1a	tumor
11.0969	P4047.tumor_1a	tumor
5.555	P4100.tumor_1a	tumor
3.7058	P4169.tumor_1a	tumor
7.4068	P4081.tumor_1a	tumor
7.396	P4032.tumor_1a	tumor
7.3924	P4042.tumor_1a	tumor
7.4055	P4039.tumor_1a	tumor
11.1019	P3830.tumor_1a	tumor
5.5541	P4074.tumor_1a	tumor
7.391	P4137.tumor_1a	tumor
5.5463	P4070.tumor_1a	tumor
3.6984	P2624.tumor_1a	tumor
7.399	P4112.tumor_1a	tumor
12.9687	P4141.tumor_1a	tumor
3.698	P4092.tumor_1a	tumor
7.3943	P2009.tumor_3a	tumor
5.6501	133100a1.tumor_1a	tumor
9.4365	132865a3.tumor_1a	tumor
7.9934	132350A2.tumor_1a	tumor
13.0979	133436a2.tumor_1a	tumor
5.6121	133575a1.tumor_1a	tumor
7.5367	132713a3.tumor_1a	tumor
16.8685	132678A3.tumor_1a	tumor
13.0483	131230a2.tumor_1a	tumor
11.2161	132565A3.tumor_1a	tumor
16.8217	133401a1.tumor_1a	tumor
15.1577	131397a1.tumor_1a	tumor
9.2769	134152a3.tumor_1a	tumor
11.2369	133688a1.tumor_1a	tumor
14.9235	132796a4.tumor_1a	tumor
21.2489	131373a2.tumor_1a	tumor
13.3497	132475a1.tumor_1a	tumor
14.8328	131320a2.tumor_1a	tumor
9.5115	132564A2.tumor_1a	tumor
7.5139	131879a1.tumor_1a	tumor
4.2578	132352A1.tumor_1a	tumor
16.805	134343a3.tumor_1a	tumor
11.1777	131245a2.tumor_1a	tumor
13.5205	131655a3.tumor_1a	tumor
7.5302	132044A1.tumor_1a	tumor
13.1439	133043a1.tumor_1a	tumor
0	131311a1.tumor_1a	tumor
1.8859	133077a1.tumor_1a	tumor
14.965	132595a2.tumor_1a	tumor
7.4561	132255a2.tumor_1a	tumor
13.0195	133967a2.tumor_1a	tumor
13.1184	133657a1.tumor_1a	tumor
5.658	131175a1.tumor_1a	tumor
9.3782	133253a3.tumor_1a	tumor
13.2851	133730a1.tumor_1a	tumor
16.8008	131795A3.tumor_1a	tumor
9.3342	134293a2.tumor_1a	tumor
7.4834	133802a2.tumor_1a	tumor
18.7432	131918a1.tumor_1a	tumor
18.5805	131239a2.tumor_1a	tumor
16.8706	133372a1.tumor_1a	tumor
13.0153	134142a1.tumor_1a	tumor
18.6371	131433a3.tumor_1a	tumor
3.7448	133331a1.tumor_1a	tumor
24.4672	131593a2.tumor_1a	tumor
7.4823	131920a3.tumor_1a	tumor
7.5207	131684a1.tumor_1a	tumor
16.938	132897a1.tumor_1a	tumor
14.9252	132084A1.tumor_1a	tumor
7.4339	133908a1.tumor_1a	tumor
11.3097	131501a4.tumor_1a	tumor
3.7498	132477a1.tumor_1a	tumor
13.1038	131650a2.tumor_1a	tumor
18.7091	133659a1.tumor_1a	tumor
9.3739	132088A4.tumor_1a	tumor
16.9292	133579a2.tumor_1a	tumor
11.3653	133875a2.tumor_1a	tumor
14.9194	132154A1.tumor_1a	tumor
16.986	131535a2.tumor_1a	tumor
13.0862	131404A2.tumor_1a	tumor
14.9796	133018a2.tumor_1a	tumor
11.1988	131151a3.tumor_1a	tumor
3.7687	131601a2.tumor_1a	tumor
7.4825	133937a2.tumor_1a	tumor
9.2998	132945a3.tumor_1a	tumor
11.2202	134376a2.tumor_1a	tumor
14.9659	133576a1.tumor_1a	tumor
13.0552	133903a1.tumor_1a	tumor
7.4653	131890A1.tumor_1a	tumor
5.6731	133842a1.tumor_1a	tumor
17.217	131692a1.tumor_1a	tumor
20.5244	134254a2.tumor_1a	tumor
9.3497	134444a3.tumor_1a	tumor
9.3131	133995a1.tumor_1a	tumor
16.8337	131562a3.tumor_1a	tumor
13.135	132714a3.tumor_1a	tumor
9.4285	131955a1.tumor_1a	tumor
3.7759	132057A1.tumor_1a	tumor
7.5139	132382A3.tumor_1a	tumor
13.066	133470a2.tumor_1a	tumor
9.369	134118a1.tumor_1a	tumor
5.5893	131236a2.tumor_1a	tumor
24.3475	133050a1.tumor_1a	tumor
15.0807	132901a1.tumor_1a	tumor
11.25	131399A2.tumor_1a	tumor
20.6634	131598a3.tumor_1a	tumor
11.1543	134183a2.tumor_1a	tumor
11.2081	134192a1.tumor_1a	tumor
9.3764	133046a3.tumor_1a	tumor
11.2754	133611a1.tumor_1a	tumor
9.3651	132265A3.tumor_1a	tumor
9.3403	132413a2.tumor_1a	tumor
1.8846	132383A1.tumor_1a	tumor
11.1931	134194a3.tumor_1a	tumor
9.3487	134284a1.tumor_1a	tumor
14.9442	131719A1.tumor_1a	tumor
9.8706	131954a1.tumor_1a	tumor
13.0957	133683a4.tumor_1a	tumor
7.496	131378a3.tumor_1a	tumor
5.5995	131852A2.tumor_1a	tumor
11.2959	131660a3.tumor_1a	tumor
7.4903	132562a3.tumor_1a	tumor
5.584	134075a2.tumor_1a	tumor
16.9488	131406A2.tumor_1a	tumor
5.5986	131928a3.tumor_1a	tumor
11.2046	133081a1.tumor_1a	tumor
7.577	132895a2.tumor_1a	tumor
14.9542	134123a1.tumor_1a	tumor
5.6262	133404a2.tumor_1a	tumor
22.8957	132909a2.tumor_1a	tumor
22.4296	132936a2.tumor_1a	tumor
13.0241	133935a1.tumor_1a	tumor
9.4553	132011a1.tumor_1a	tumor
9.49	131685A3.tumor_1a	tumor
11.1799	132257A3.tumor_1a	tumor
5.5867	133478a1.tumor_1a	tumor
9.3832	132964a1.tumor_1a	tumor
14.9297	133845a2.tumor_1a	tumor
16.8675	133341a2.tumor_1a	tumor
11.1915	132439a2.tumor_1a	tumor
16.9667	131349A2.tumor_1a	tumor
11.2705	133625a1.tumor_1a	tumor
16.8084	131886a2.tumor_1a	tumor
9.3736	132059A1.tumor_1a	tumor
11.239	131393a4.tumor_1a	tumor
9.3528	131212a4.tumor_1a	tumor
9.3672	133022a1.tumor_1a	tumor
9.3588	134420a3.tumor_1a	tumor
9.428	131469A1.tumor_1a	tumor
9.3589	132149A1.tumor_1a	tumor
11.2375	131726A2.tumor_1a	tumor
20.5908	133550a4.tumor_1a	tumor
9.4988	132388A3.tumor_1a	tumor
3.7646	131881a1.tumor_1a	tumor
11.2653	133147a1.tumor_1a	tumor
18.7693	132229a2.tumor_1a	tumor
5.6086	131401A2.tumor_1a	tumor
3.788	132592A3.tumor_1a	tumor
14.8969	134442a2.tumor_1a	tumor
11.281	131627a3.tumor_1a	tumor
11.2554	131854a2.tumor_1a	tumor
15.1056	133105a1.tumor_1a	tumor
7.4698	133256a3.tumor_1a	tumor
16.9137	133127a1.tumor_1a	tumor
10.5367	133311a4.tumor_1a	tumor
0	131310a1.tumor_1a	tumor
22.5289	131855a1.tumor_1a	tumor
11.173	132101A2.tumor_1a	tumor
9.5379	131657a1.tumor_1a	tumor
16.8685	132574a2.tumor_1a	tumor
13.0744	131514a4.tumor_1a	tumor
3.733	134078a1.tumor_1a	tumor
13.2209	132223A2.tumor_1a	tumor
11.1863	133936a1.tumor_1a	tumor
14.9432	132130A1.tumor_1a	tumor
13.0722	131150a2.tumor_1a	tumor
20.7914	132968a1.tumor_1a	tumor
11.2904	131921a1.tumor_1a	tumor
11.1383	131323a3.tumor_1a	tumor
13.1447	133378a1.tumor_1a	tumor
13.0687	133337a1.tumor_1a	tumor
16.8158	133220a2.tumor_1a	tumor
9.3635	133224A1.tumor_1a	tumor
14.9911	133283a2.tumor_1a	tumor
14.9429	133514A1.tumor_1a	tumor
7.5067	134082a1.tumor_1a	tumor
17.0832	132085A4.tumor_1a	tumor
7.517	133622a1.tumor_1a	tumor
9.3386	132048A3.tumor_1a	tumor
7.5095	132440A3.tumor_1a	tumor
11.3105	132751a2.tumor_1a	tumor
5.622	132635a2.tumor_1a	tumor
9.3594	133578a4.tumor_1a	tumor
16.7971	133131a1.tumor_1a	tumor
9.4252	131892A2.tumor_1a	tumor
5.5556	P5100.tumor_1a	tumor
9.2577	P4076.tumor2_1a	tumor
5.5742	P4180.tumor2_1a	tumor
7.3998	P3475.tumor2_2a	tumor
0	P4115.tumor2_1a	tumor
0	P4118.tumor2_1a	tumor
7.4085	P4124.tumor2_1a	tumor
7.4061	P4112.tumor2_1a	tumor
0	P4115.tumor3_1a	tumor
7.404	P4112.tumor3_1a	tumor
18.5256	P3999.tumor3_1a	tumor
7.4021	P4112.tumor4_1a	tumor
